journey_id,channel,day,converted,conversion_day
438,organic_search,50,1,50
439,email,61,0,
439,organic_search,63,0,
440,display,16,0,
441,paid_search,73,1,79
441,referral,73,1,79
441,referral,75,1,79
441,paid_search,78,1,79
441,referral,78,1,79
442,paid_search,38,0,
443,referral,4,0,
443,direct,5,0,
443,paid_search,5,0,
444,organic_search,61,1,61
444,social,61,1,61
445,direct,36,1,42
445,direct,39,1,42
445,referral,39,1,42
445,email,39,1,42
445,paid_search,41,1,42
446,direct,7,1,12
446,referral,9,1,12
446,direct,10,1,12
447,paid_search,57,1,67
447,email,59,1,67
447,organic_search,62,1,67
447,email,65,1,67
447,paid_search,65,1,67
448,paid_search,57,1,64
448,organic_search,58,1,64
448,paid_search,58,1,64
448,display,60,1,64
448,display,63,1,64
449,direct,42,0,
450,display,64,1,68
450,direct,67,1,68
450,paid_search,68,1,68
450,paid_search,68,1,68
450,paid_search,68,1,68
451,email,55,1,59
451,referral,55,1,59
451,social,57,1,59
451,organic_search,57,1,59
452,referral,21,1,29
452,paid_search,23,1,29
452,referral,26,1,29
452,organic_search,28,1,29
453,paid_search,36,1,38
453,paid_search,38,1,38
454,organic_search,10,1,16
454,social,11,1,16
454,direct,14,1,16
454,direct,16,1,16
454,organic_search,16,1,16
454,email,16,1,16
455,email,60,1,67
455,email,63,1,67
455,organic_search,66,1,67
455,paid_search,67,1,67
455,referral,67,1,67
456,paid_search,14,1,15
456,display,15,1,15
456,email,15,1,15
457,referral,18,0,
457,paid_search,21,0,
458,referral,15,0,
458,display,17,0,
458,email,20,0,
459,display,72,1,72
459,paid_search,72,1,72
460,display,65,0,
460,social,65,0,
461,referral,8,0,
461,email,10,0,
462,email,31,1,34
462,email,31,1,34
462,direct,31,1,34
462,organic_search,32,1,34
462,direct,33,1,34
462,referral,34,1,34
463,paid_search,37,0,
464,email,42,1,45
464,organic_search,43,1,45
464,referral,43,1,45
464,paid_search,43,1,45
464,organic_search,43,1,45
465,referral,34,1,39
465,direct,36,1,39
465,social,36,1,39
465,email,39,1,39
466,paid_search,71,0,
466,social,71,0,
467,organic_search,45,1,46
467,email,45,1,46
467,referral,46,1,46
468,display,10,1,15
468,email,13,1,15
468,referral,14,1,15
469,social,67,0,
470,email,44,0,
470,display,44,0,
471,email,53,0,
471,organic_search,55,0,
472,paid_search,27,1,30
472,email,27,1,30
472,paid_search,30,1,30
472,direct,30,1,30
473,direct,46,1,49
473,email,47,1,49
474,email,39,1,47
474,organic_search,41,1,47
474,email,43,1,47
474,direct,45,1,47
474,organic_search,46,1,47
475,paid_search,53,1,61
475,direct,55,1,61
475,paid_search,57,1,61
475,display,57,1,61
475,display,60,1,61
475,referral,60,1,61
476,referral,69,1,76
476,organic_search,71,1,76
476,email,73,1,76
476,display,73,1,76
476,paid_search,75,1,76
477,email,46,0,
477,referral,48,0,
478,social,5,1,14
478,social,7,1,14
478,paid_search,8,1,14
478,paid_search,10,1,14
478,direct,12,1,14
479,direct,15,1,18
479,organic_search,17,1,18
479,email,17,1,18
480,email,25,0,
481,social,20,0,
482,referral,67,1,72
482,referral,68,1,72
482,display,71,1,72
483,referral,15,0,
484,referral,2,1,12
484,email,3,1,12
484,paid_search,6,1,12
484,organic_search,8,1,12
484,referral,11,1,12
485,direct,25,0,
485,email,26,0,
486,social,30,0,
486,referral,31,0,
487,email,70,0,
487,referral,72,0,
487,email,74,0,
488,referral,56,0,
488,email,56,0,
488,email,59,0,
489,paid_search,2,0,
489,referral,5,0,
489,referral,6,0,
490,email,30,0,
490,display,30,0,
491,referral,57,0,
491,display,58,0,
491,direct,59,0,
492,direct,21,1,35
492,referral,24,1,35
492,paid_search,26,1,35
492,email,29,1,35
492,email,32,1,35
492,direct,35,1,35
493,paid_search,76,1,82
493,paid_search,77,1,82
493,email,80,1,82
494,paid_search,3,1,8
494,referral,5,1,8
494,organic_search,7,1,8
495,email,28,0,
495,direct,29,0,
496,email,20,1,26
496,paid_search,23,1,26
496,direct,24,1,26
497,organic_search,13,0,
497,referral,16,0,
498,email,39,0,
498,email,41,0,
498,direct,44,0,
499,direct,14,1,20
499,referral,15,1,20
499,organic_search,15,1,20
499,paid_search,18,1,20
500,social,33,0,
500,organic_search,36,0,
501,referral,6,0,
502,referral,33,1,37
502,social,33,1,37
502,referral,34,1,37
502,organic_search,35,1,37
503,paid_search,35,1,41
503,direct,37,1,41
503,direct,40,1,41
503,direct,40,1,41
504,organic_search,2,0,
505,organic_search,38,0,
506,social,29,0,
506,email,29,0,
507,social,68,1,72
507,social,68,1,72
507,direct,70,1,72
507,organic_search,72,1,72
508,email,66,1,69
508,display,69,1,69
508,display,69,1,69
509,social,41,1,48
509,email,42,1,48
509,referral,42,1,48
509,organic_search,43,1,48
509,email,46,1,48
509,organic_search,48,1,48
510,referral,33,0,
511,direct,20,0,
511,organic_search,23,0,
512,organic_search,18,0,
512,paid_search,18,0,
513,organic_search,40,1,48
513,direct,41,1,48
513,display,44,1,48
513,organic_search,45,1,48
513,organic_search,46,1,48
514,social,31,0,
514,organic_search,33,0,
514,social,36,0,
515,email,61,0,
515,paid_search,62,0,
516,email,76,0,
517,direct,46,0,
518,email,52,0,
518,paid_search,55,0,
519,organic_search,43,0,
519,paid_search,43,0,
520,email,6,1,12
520,display,8,1,12
520,paid_search,8,1,12
520,social,8,1,12
520,social,10,1,12
521,direct,67,0,
521,direct,70,0,
521,referral,71,0,
521,referral,73,0,
522,email,14,0,
522,direct,14,0,
522,referral,15,0,
523,referral,46,1,55
523,referral,48,1,55
523,direct,51,1,55
523,email,53,1,55
523,paid_search,55,1,55
523,direct,55,1,55
524,organic_search,61,1,66
524,organic_search,61,1,66
524,email,64,1,66
524,paid_search,64,1,66
525,organic_search,58,1,65
525,paid_search,60,1,65
525,email,62,1,65
525,referral,64,1,65
525,social,65,1,65
526,paid_search,21,1,29
526,social,24,1,29
526,paid_search,25,1,29
526,paid_search,25,1,29
526,referral,28,1,29
527,direct,24,0,
527,direct,25,0,
527,referral,27,0,
528,paid_search,39,0,
528,referral,39,0,
528,paid_search,42,0,
529,email,31,1,38
529,direct,31,1,38
529,paid_search,34,1,38
529,social,36,1,38
529,organic_search,38,1,38
530,email,1,0,
531,social,49,1,51
531,paid_search,50,1,51
531,organic_search,50,1,51
531,organic_search,51,1,51
532,display,13,0,
532,referral,16,0,
532,email,19,0,
533,social,11,0,
534,display,32,0,
534,referral,35,0,
535,referral,42,0,
535,email,43,0,
535,social,44,0,
536,email,47,1,52
536,social,49,1,52
536,organic_search,50,1,52
537,referral,53,0,
538,display,21,0,
538,direct,23,0,
538,email,24,0,
539,organic_search,57,0,
539,organic_search,58,0,
540,organic_search,35,0,
540,referral,35,0,
541,email,36,0,
542,direct,4,1,5
542,email,5,1,5
543,social,50,1,54
543,paid_search,50,1,54
543,paid_search,52,1,54
544,paid_search,14,0,
545,referral,42,0,
545,email,43,0,
545,paid_search,46,0,
545,direct,46,0,
546,paid_search,67,0,
546,email,69,0,
547,organic_search,74,1,82
547,social,77,1,82
547,organic_search,77,1,82
547,paid_search,79,1,82
547,display,82,1,82
548,referral,29,1,33
548,email,32,1,33
548,referral,32,1,33
549,social,22,1,29
549,organic_search,23,1,29
549,email,25,1,29
549,display,28,1,29
549,organic_search,29,1,29
550,organic_search,27,1,33
550,email,29,1,33
550,referral,29,1,33
550,direct,29,1,33
550,email,32,1,33
551,organic_search,47,0,
552,paid_search,31,1,36
552,paid_search,34,1,36
552,organic_search,34,1,36
553,organic_search,15,1,21
553,direct,15,1,21
553,organic_search,15,1,21
553,direct,16,1,21
553,direct,19,1,21
554,direct,18,1,19
554,paid_search,18,1,19
554,organic_search,19,1,19
555,social,53,1,53
555,email,53,1,53
556,direct,34,0,
557,paid_search,13,1,15
557,paid_search,13,1,15
558,paid_search,39,1,41
558,email,40,1,41
558,organic_search,40,1,41
559,direct,11,0,
559,direct,14,0,
560,social,74,1,74
561,social,65,0,
562,direct,21,1,27
562,organic_search,22,1,27
562,organic_search,24,1,27
562,email,27,1,27
563,paid_search,22,1,25
563,direct,24,1,25
563,email,24,1,25
564,paid_search,20,0,
564,organic_search,22,0,
564,organic_search,23,0,
565,direct,24,1,33
565,display,26,1,33
565,email,28,1,33
565,email,31,1,33
566,paid_search,48,0,
566,organic_search,49,0,
566,direct,51,0,
567,referral,30,0,
567,direct,30,0,
568,organic_search,50,0,
568,social,50,0,
569,email,55,0,
569,referral,56,0,
569,direct,56,0,
570,referral,23,0,
570,display,26,0,
571,referral,15,1,21
571,organic_search,17,1,21
571,direct,19,1,21
572,social,32,0,
572,paid_search,32,0,
572,social,33,0,
573,email,49,0,
574,organic_search,29,1,34
574,direct,31,1,34
574,email,31,1,34
574,paid_search,33,1,34
575,referral,8,1,11
575,organic_search,8,1,11
575,social,8,1,11
575,email,10,1,11
576,display,69,0,
576,organic_search,71,0,
577,referral,75,0,
578,referral,24,1,30
578,referral,26,1,30
578,referral,28,1,30
579,organic_search,46,1,54
579,direct,47,1,54
579,referral,49,1,54
579,social,52,1,54
579,direct,54,1,54
580,direct,45,0,
580,referral,48,0,
580,social,50,0,
581,email,26,1,31
581,direct,29,1,31
581,referral,31,1,31
582,social,42,0,
583,display,39,0,
584,email,34,0,
584,email,35,0,
585,paid_search,34,0,
586,organic_search,52,0,
586,direct,53,0,
587,paid_search,33,0,
587,email,34,0,
588,direct,17,1,29
588,organic_search,19,1,29
588,email,22,1,29
588,email,24,1,29
588,display,27,1,29
588,direct,27,1,29
589,direct,27,1,33
589,referral,29,1,33
589,paid_search,29,1,33
589,paid_search,32,1,33
590,referral,77,1,84
590,organic_search,80,1,84
590,paid_search,82,1,84
590,direct,84,1,84
591,paid_search,8,0,
591,email,8,0,
592,paid_search,58,0,
592,organic_search,59,0,
593,paid_search,6,0,
593,email,6,0,
594,direct,15,0,
595,social,53,0,
596,email,14,1,22
596,email,14,1,22
596,organic_search,16,1,22
596,paid_search,19,1,22
596,referral,20,1,22
597,direct,37,0,
598,referral,51,1,55
598,email,52,1,55
598,referral,54,1,55
599,organic_search,66,0,
600,organic_search,61,0,
601,paid_search,42,0,
602,direct,37,0,
602,organic_search,40,0,
603,social,55,0,
603,referral,57,0,
603,referral,60,0,
604,direct,12,0,
604,organic_search,15,0,
604,social,15,0,
605,paid_search,46,1,47
605,social,46,1,47
606,direct,70,1,77
606,organic_search,72,1,77
606,email,75,1,77
606,paid_search,76,1,77
606,paid_search,76,1,77
607,email,61,0,
607,email,63,0,
608,direct,21,1,23
608,social,23,1,23
608,paid_search,23,1,23
609,display,26,1,37
609,referral,28,1,37
609,organic_search,31,1,37
609,paid_search,34,1,37
609,email,35,1,37
610,referral,58,1,66
610,email,58,1,66
610,paid_search,60,1,66
610,organic_search,63,1,66
610,paid_search,65,1,66
611,paid_search,65,1,74
611,paid_search,68,1,74
611,email,68,1,74
611,paid_search,71,1,74
611,paid_search,74,1,74
612,paid_search,68,1,73
612,email,68,1,73
612,referral,68,1,73
612,direct,71,1,73
613,organic_search,36,0,
613,paid_search,38,0,
613,paid_search,40,0,
614,organic_search,68,0,
614,email,70,0,
614,organic_search,72,0,
614,email,75,0,
615,paid_search,51,1,56
615,email,52,1,56
615,paid_search,54,1,56
615,organic_search,55,1,56
616,email,38,0,
617,direct,12,0,
617,email,12,0,
618,direct,17,1,19
618,direct,19,1,19
619,organic_search,13,1,19
619,referral,14,1,19
619,display,16,1,19
619,social,18,1,19
620,referral,25,1,34
620,referral,28,1,34
620,paid_search,30,1,34
620,organic_search,33,1,34
621,direct,37,1,41
621,paid_search,38,1,41
621,paid_search,39,1,41
621,referral,39,1,41
621,organic_search,39,1,41
622,paid_search,42,0,
623,email,38,0,
623,email,38,0,
624,organic_search,43,0,
624,paid_search,46,0,
625,social,25,1,29
625,email,27,1,29
625,referral,28,1,29
625,organic_search,28,1,29
626,direct,5,0,
626,paid_search,8,0,
627,email,38,0,
627,paid_search,38,0,
628,display,65,1,70
628,social,67,1,70
628,paid_search,69,1,70
629,social,56,1,61
629,social,56,1,61
629,organic_search,59,1,61
629,paid_search,61,1,61
630,direct,68,1,76
630,organic_search,68,1,76
630,paid_search,70,1,76
630,email,70,1,76
630,email,72,1,76
630,organic_search,74,1,76
631,referral,69,0,
631,organic_search,70,0,
631,organic_search,73,0,
632,email,59,0,
633,paid_search,19,1,25
633,organic_search,19,1,25
633,email,20,1,25
633,email,20,1,25
633,referral,23,1,25
634,email,34,0,
634,social,34,0,
634,social,37,0,
635,email,17,1,20
635,direct,19,1,20
636,social,11,0,
636,referral,12,0,
637,referral,42,0,
638,referral,4,1,9
638,display,7,1,9
638,email,7,1,9
638,referral,9,1,9
639,paid_search,40,1,46
639,display,41,1,46
639,paid_search,44,1,46
640,direct,5,0,
641,direct,37,0,
641,referral,38,0,
642,paid_search,38,0,
643,referral,13,0,
643,referral,14,0,
644,organic_search,1,1,10
644,referral,2,1,10
644,paid_search,4,1,10
644,referral,6,1,10
644,paid_search,8,1,10
644,email,10,1,10
645,social,67,0,
646,paid_search,67,0,
646,paid_search,68,0,
646,display,70,0,
646,direct,73,0,
647,email,44,1,48
647,direct,44,1,48
647,direct,46,1,48
648,organic_search,38,1,39
648,direct,38,1,39
648,social,38,1,39
648,social,38,1,39
649,direct,48,1,58
649,display,50,1,58
649,social,53,1,58
649,organic_search,56,1,58
649,paid_search,56,1,58
650,email,7,1,9
650,social,9,1,9
651,email,43,0,
651,organic_search,45,0,
651,display,48,0,
652,direct,50,0,
653,organic_search,14,0,
653,email,16,0,
654,paid_search,27,1,31
654,display,28,1,31
654,organic_search,31,1,31
655,paid_search,2,0,
656,organic_search,55,1,65
656,organic_search,58,1,65
656,direct,59,1,65
656,referral,60,1,65
656,paid_search,60,1,65
656,social,63,1,65
657,paid_search,77,0,
658,paid_search,31,1,37
658,email,31,1,37
658,referral,32,1,37
658,social,33,1,37
658,organic_search,36,1,37
659,organic_search,23,0,
660,paid_search,52,0,
661,paid_search,6,1,14
661,referral,9,1,14
661,direct,10,1,14
661,organic_search,11,1,14
661,email,12,1,14
662,referral,55,1,57
662,direct,56,1,57
662,display,57,1,57
663,referral,37,1,44
663,email,40,1,44
663,social,43,1,44
664,social,61,0,
664,paid_search,61,0,
665,email,27,1,32
665,email,30,1,32
666,email,27,1,29
666,email,27,1,29
666,email,29,1,29
667,referral,59,0,
668,organic_search,59,0,
668,direct,59,0,
668,organic_search,60,0,
669,paid_search,59,1,65
669,paid_search,60,1,65
669,organic_search,62,1,65
669,organic_search,63,1,65
670,email,17,0,
671,organic_search,69,0,
671,email,69,0,
671,email,70,0,
671,direct,70,0,
671,social,72,0,
672,email,72,0,
673,social,64,1,73
673,organic_search,66,1,73
673,email,68,1,73
673,organic_search,70,1,73
673,display,72,1,73
674,paid_search,3,1,5
674,social,3,1,5
675,organic_search,22,0,
675,direct,25,0,
675,email,26,0,
676,referral,74,0,
676,display,74,0,
677,direct,58,0,
678,email,75,0,
678,direct,77,0,
679,paid_search,58,0,
679,referral,59,0,
680,social,57,0,
680,email,57,0,
681,direct,41,1,45
681,paid_search,42,1,45
681,organic_search,44,1,45
682,organic_search,29,0,
682,display,30,0,
682,social,32,0,
683,referral,74,0,
684,display,8,1,10
684,referral,8,1,10
684,referral,9,1,10
685,paid_search,0,0,
686,social,67,1,68
686,organic_search,68,1,68
687,referral,49,0,
688,paid_search,18,1,24
688,direct,18,1,24
688,email,20,1,24
688,paid_search,22,1,24
689,organic_search,41,1,51
689,display,44,1,51
689,paid_search,46,1,51
689,organic_search,47,1,51
689,email,50,1,51
690,email,41,1,43
690,email,42,1,43
691,social,25,1,32
691,paid_search,28,1,32
691,email,30,1,32
692,paid_search,65,1,69
692,social,67,1,69
692,direct,68,1,69
692,organic_search,68,1,69
693,email,20,1,27
693,email,20,1,27
693,direct,22,1,27
693,email,25,1,27
694,referral,16,1,21
694,direct,18,1,21
694,paid_search,18,1,21
694,organic_search,20,1,21
694,paid_search,20,1,21
695,referral,67,1,74
695,referral,67,1,74
695,direct,69,1,74
695,social,72,1,74
695,paid_search,73,1,74
696,social,69,0,
696,email,69,0,
696,referral,70,0,
697,referral,22,0,
697,display,23,0,
697,paid_search,26,0,
698,organic_search,28,1,35
698,paid_search,31,1,35
698,email,33,1,35
699,referral,5,0,
699,display,7,0,
699,organic_search,9,0,
699,referral,11,0,
700,organic_search,19,0,
700,organic_search,22,0,
701,paid_search,16,1,19
701,email,18,1,19
701,organic_search,18,1,19
701,paid_search,18,1,19
702,email,48,1,48
703,email,25,1,35
703,email,26,1,35
703,organic_search,29,1,35
703,direct,32,1,35
703,direct,35,1,35
704,social,19,0,
705,paid_search,18,0,
705,paid_search,19,0,
706,email,65,0,
706,paid_search,65,0,
707,organic_search,44,0,
707,display,45,0,
708,social,60,0,
709,social,58,1,65
709,email,58,1,65
709,organic_search,61,1,65
709,organic_search,63,1,65
710,email,41,0,
710,direct,42,0,
710,referral,44,0,
711,email,69,1,72
711,social,70,1,72
711,email,72,1,72
712,email,5,1,10
712,email,5,1,10
712,direct,5,1,10
712,organic_search,7,1,10
712,referral,10,1,10
713,social,12,0,
713,direct,12,0,
714,direct,73,1,81
714,organic_search,76,1,81
714,email,77,1,81
714,paid_search,79,1,81
715,email,55,1,58
715,paid_search,57,1,58
715,paid_search,57,1,58
716,email,14,1,19
716,social,16,1,19
716,organic_search,16,1,19
716,organic_search,18,1,19
716,social,18,1,19
717,email,46,1,55
717,paid_search,46,1,55
717,referral,47,1,55
717,organic_search,48,1,55
717,social,50,1,55
717,paid_search,53,1,55
718,direct,75,0,
718,organic_search,78,0,
718,referral,79,0,
718,social,80,0,
719,display,30,1,33
719,referral,32,1,33
719,direct,32,1,33
720,referral,68,0,
721,email,63,0,
722,referral,34,0,
723,email,4,0,
724,email,32,0,
725,email,21,1,24
725,paid_search,23,1,24
726,organic_search,41,1,50
726,organic_search,43,1,50
726,email,43,1,50
726,direct,46,1,50
726,paid_search,48,1,50
727,email,17,0,
727,organic_search,19,0,
727,direct,20,0,
727,referral,21,0,
728,organic_search,47,1,47
728,display,47,1,47
728,email,47,1,47
729,social,6,0,
730,direct,45,0,
730,paid_search,48,0,
731,social,25,0,
731,referral,25,0,
731,social,25,0,
732,paid_search,56,1,59
732,organic_search,59,1,59
732,organic_search,59,1,59
733,display,40,0,
733,paid_search,41,0,
733,display,42,0,
734,email,5,0,
735,display,70,0,
735,display,70,0,
735,direct,70,0,
736,referral,74,1,78
736,organic_search,76,1,78
737,paid_search,14,1,14
737,paid_search,14,1,14
737,direct,14,1,14
738,direct,66,1,69
738,direct,67,1,69
738,email,68,1,69
739,paid_search,3,1,4
739,email,3,1,4
740,email,10,0,
740,paid_search,10,0,
740,organic_search,10,0,
741,social,18,1,24
741,referral,19,1,24
741,display,21,1,24
741,paid_search,21,1,24
741,social,23,1,24
742,organic_search,9,0,
742,email,12,0,
743,paid_search,51,1,55
743,email,54,1,55
744,referral,21,1,28
744,email,24,1,28
744,social,27,1,28
744,organic_search,28,1,28
745,direct,47,1,48
746,direct,70,0,
746,email,71,0,
747,direct,73,1,81
747,referral,74,1,81
747,email,77,1,81
747,organic_search,79,1,81
748,direct,72,1,73
748,organic_search,73,1,73
749,organic_search,61,0,
749,social,63,0,
749,email,65,0,
750,email,66,1,74
750,organic_search,69,1,74
750,organic_search,72,1,74
750,email,72,1,74
751,paid_search,56,0,
751,direct,58,0,
752,social,73,0,
752,organic_search,76,0,
753,social,28,0,
753,direct,28,0,
754,display,37,1,38
754,direct,38,1,38
755,direct,72,0,
756,referral,47,0,
756,organic_search,48,0,
757,display,14,0,
757,referral,16,0,
757,organic_search,19,0,
757,paid_search,20,0,
758,paid_search,65,1,71
758,referral,68,1,71
758,display,70,1,71
759,display,71,1,77
759,direct,73,1,77
759,direct,75,1,77
759,social,77,1,77
760,paid_search,65,1,68
760,direct,65,1,68
760,direct,66,1,68
761,organic_search,6,1,11
761,paid_search,7,1,11
761,paid_search,10,1,11
761,email,10,1,11
762,organic_search,57,0,
762,referral,57,0,
763,organic_search,17,0,
763,referral,17,0,
763,paid_search,17,0,
763,email,17,0,
764,direct,34,1,35
764,email,34,1,35
764,social,35,1,35
765,paid_search,26,0,
765,organic_search,28,0,
765,social,30,0,
766,social,11,1,16
766,organic_search,11,1,16
766,referral,14,1,16
766,referral,15,1,16
767,email,15,1,18
767,direct,15,1,18
767,paid_search,15,1,18
767,social,16,1,18
768,direct,59,0,
769,direct,49,1,56
769,social,51,1,56
769,email,54,1,56
769,social,56,1,56
770,organic_search,6,1,13
770,paid_search,9,1,13
770,paid_search,10,1,13
770,referral,13,1,13
771,referral,74,0,
771,email,75,0,
772,referral,4,0,
773,organic_search,48,1,51
773,display,49,1,51
773,paid_search,49,1,51
773,display,51,1,51
773,paid_search,51,1,51
774,referral,5,0,
774,email,5,0,
774,paid_search,6,0,
774,paid_search,8,0,
775,paid_search,71,0,
775,organic_search,71,0,
776,paid_search,34,1,41
776,social,34,1,41
776,social,34,1,41
776,direct,37,1,41
776,direct,40,1,41
776,social,40,1,41
777,organic_search,26,1,32
777,direct,27,1,32
777,organic_search,30,1,32
778,paid_search,43,0,
779,direct,37,0,
780,referral,37,0,
781,email,52,0,
782,organic_search,18,0,
783,email,49,0,
784,organic_search,36,1,39
784,direct,39,1,39
785,social,70,1,81
785,direct,73,1,81
785,social,75,1,81
785,referral,76,1,81
785,organic_search,79,1,81
785,email,80,1,81
786,email,52,1,61
786,email,52,1,61
786,organic_search,54,1,61
786,direct,56,1,61
786,display,58,1,61
786,email,61,1,61
787,display,46,0,
787,direct,49,0,
788,paid_search,24,0,
788,social,27,0,
788,paid_search,28,0,
789,display,16,0,
789,organic_search,16,0,
790,email,61,0,
791,direct,0,0,
791,display,0,0,
792,social,66,1,72
792,referral,67,1,72
792,referral,68,1,72
792,email,71,1,72
793,social,39,0,
793,email,42,0,
793,paid_search,45,0,
794,social,43,1,49
794,email,45,1,49
794,email,46,1,49
794,direct,46,1,49
794,direct,48,1,49
795,social,38,0,
796,organic_search,36,0,
797,email,66,1,71
797,referral,69,1,71
797,paid_search,71,1,71
798,email,26,1,30
798,email,26,1,30
798,referral,28,1,30
799,organic_search,19,1,19
799,social,19,1,19
800,referral,39,0,
800,paid_search,39,0,
800,social,41,0,
801,email,4,0,
801,organic_search,7,0,
801,paid_search,9,0,
801,social,10,0,
802,email,13,1,16
802,organic_search,14,1,16
803,paid_search,72,1,79
803,social,74,1,79
803,paid_search,75,1,79
803,paid_search,77,1,79
804,direct,53,0,
804,referral,55,0,
805,email,53,1,63
805,email,55,1,63
805,paid_search,58,1,63
805,email,59,1,63
805,social,62,1,63
806,email,31,1,32
807,referral,48,0,
808,email,6,1,9
808,direct,6,1,9
808,organic_search,8,1,9
809,paid_search,69,1,83
809,paid_search,72,1,83
809,paid_search,75,1,83
809,email,78,1,83
809,social,81,1,83
810,referral,49,0,
811,paid_search,75,1,84
811,organic_search,77,1,84
811,direct,80,1,84
811,paid_search,83,1,84
811,referral,83,1,84
811,paid_search,84,1,84
812,display,61,1,69
812,social,62,1,69
812,organic_search,65,1,69
812,organic_search,67,1,69
813,direct,57,1,64
813,email,60,1,64
813,direct,62,1,64
813,social,62,1,64
813,display,64,1,64
814,paid_search,68,1,70
814,direct,68,1,70
814,direct,68,1,70
815,referral,25,1,27
815,paid_search,26,1,27
816,paid_search,32,0,
816,paid_search,32,0,
816,referral,35,0,
817,social,53,0,
817,email,55,0,
817,referral,56,0,
818,email,63,0,
818,organic_search,64,0,
818,referral,64,0,
818,email,65,0,
818,paid_search,67,0,
819,direct,14,1,24
819,organic_search,14,1,24
819,direct,16,1,24
819,referral,19,1,24
819,email,22,1,24
819,referral,22,1,24
820,email,71,0,
821,social,41,1,52
821,social,44,1,52
821,referral,46,1,52
821,email,48,1,52
821,referral,50,1,52
822,referral,66,0,
823,referral,40,1,43
823,referral,42,1,43
823,organic_search,43,1,43
824,direct,40,0,
824,referral,40,0,
825,display,15,0,
826,display,21,0,
826,social,22,0,
826,display,24,0,
826,paid_search,26,0,
827,organic_search,68,0,
827,social,71,0,
827,organic_search,72,0,
828,direct,11,0,
828,organic_search,13,0,
828,referral,13,0,
829,organic_search,7,1,16
829,paid_search,9,1,16
829,email,12,1,16
829,email,13,1,16
829,organic_search,15,1,16
830,referral,5,1,10
830,social,7,1,10
830,referral,8,1,10
831,organic_search,48,1,49
831,paid_search,49,1,49
832,organic_search,43,1,48
832,referral,46,1,48
832,organic_search,47,1,48
833,email,60,1,71
833,organic_search,60,1,71
833,paid_search,62,1,71
833,paid_search,65,1,71
833,direct,68,1,71
833,email,70,1,71
834,paid_search,2,1,10
834,email,5,1,10
834,paid_search,5,1,10
834,paid_search,8,1,10
835,direct,62,0,
835,email,64,0,
835,organic_search,67,0,
836,email,12,0,
837,referral,23,1,29
837,direct,26,1,29
837,organic_search,28,1,29
838,email,63,0,
838,paid_search,65,0,
838,referral,68,0,
838,direct,68,0,
839,organic_search,5,0,
839,organic_search,5,0,
840,display,44,0,
840,referral,44,0,
841,referral,55,0,
842,display,4,0,
843,email,29,0,
843,paid_search,30,0,
844,paid_search,62,1,66
844,display,63,1,66
844,paid_search,64,1,66
845,display,37,0,
845,referral,37,0,
846,social,49,0,
846,paid_search,51,0,
846,direct,53,0,
847,social,54,0,
847,paid_search,54,0,
848,referral,52,0,
848,display,53,0,
848,social,55,0,
849,email,5,1,15
849,display,5,1,15
849,direct,6,1,15
849,email,9,1,15
849,social,12,1,15
849,referral,14,1,15
850,paid_search,64,1,67
850,paid_search,66,1,67
850,paid_search,66,1,67
851,direct,31,1,39
851,referral,34,1,39
851,paid_search,36,1,39
851,email,38,1,39
851,paid_search,38,1,39
852,direct,63,0,
852,direct,66,0,
852,paid_search,68,0,
852,referral,71,0,
853,direct,55,0,
854,paid_search,4,0,
854,paid_search,7,0,
855,organic_search,77,1,84
855,social,77,1,84
855,email,80,1,84
855,referral,80,1,84
855,direct,83,1,84
856,organic_search,43,0,
856,email,45,0,
857,organic_search,33,0,
857,paid_search,33,0,
857,paid_search,35,0,
857,referral,37,0,
858,paid_search,67,1,73
858,social,70,1,73
858,direct,71,1,73
859,paid_search,18,1,21
859,paid_search,21,1,21
860,email,15,1,20
860,social,17,1,20
860,paid_search,17,1,20
860,organic_search,20,1,20
861,paid_search,45,0,
862,social,60,1,62
862,paid_search,62,1,62
863,direct,48,1,50
863,paid_search,49,1,50
863,email,49,1,50
864,direct,56,0,
864,referral,58,0,
864,direct,59,0,
865,email,4,0,
866,direct,37,0,
866,social,37,0,
867,direct,58,1,58
868,social,12,0,
868,paid_search,12,0,
869,email,24,0,
870,referral,9,1,13
870,social,10,1,13
870,organic_search,11,1,13
871,organic_search,13,0,
871,paid_search,16,0,
872,display,8,0,
872,social,11,0,
872,direct,14,0,
873,social,58,1,62
873,social,59,1,62
873,paid_search,61,1,62
873,paid_search,62,1,62
874,email,73,1,78
874,email,74,1,78
874,direct,77,1,78
875,display,74,0,
875,direct,75,0,
875,social,76,0,
876,referral,20,0,
876,social,23,0,
877,email,29,0,
878,referral,61,0,
878,organic_search,63,0,
879,paid_search,6,1,10
879,organic_search,8,1,10
879,paid_search,9,1,10
880,email,62,0,
881,email,76,1,78
881,paid_search,76,1,78
881,display,77,1,78
882,paid_search,14,0,
883,organic_search,49,0,
883,paid_search,51,0,
884,social,41,0,
884,organic_search,42,0,
885,paid_search,45,0,
886,social,18,0,
886,direct,21,0,
887,social,37,0,
887,social,37,0,
888,display,39,0,
888,organic_search,40,0,
888,referral,40,0,
888,paid_search,42,0,
889,email,6,1,16
889,referral,7,1,16
889,organic_search,8,1,16
889,social,9,1,16
889,direct,11,1,16
889,display,14,1,16
890,direct,37,0,
890,paid_search,37,0,
891,paid_search,31,1,32
